###Beginning of the log file###
2022-06-29 20:53:14,266 Server started
2022-06-29 20:54:31,130 Server started
2022-06-29 20:55:01,407 Server started
2022-06-29 20:58:33,962 Server started
2022-06-29 21:14:26,430 ftpServer.py
2022-06-29 21:14:26,430 ftpServer.py
2022-06-29 21:14:26,430 ftpServer.py
2022-06-29 21:14:26,430 Connected with ('127.0.0.1', 55350)
2022-06-29 21:14:26,431 Connected with ('127.0.0.1', 55351)
2022-06-29 21:14:26,431 ftpServer.py
2022-06-29 21:14:26,431 Connected with ('127.0.0.1', 55352)
2022-06-29 21:14:26,431 Connected with ('127.0.0.1', 55353)
2022-06-29 21:14:26,431 ftpServer.py
2022-06-29 21:14:26,431 Connected with ('127.0.0.1', 55354)
2022-06-29 21:14:26,432 ftpServer.py
2022-06-29 21:14:26,432 ftpServer.py
2022-06-29 21:14:26,432 Connected with ('127.0.0.1', 55355)
2022-06-29 21:14:26,432 ftpServer.py
2022-06-29 21:14:26,432 Connected with ('127.0.0.1', 55356)
2022-06-29 21:14:26,432 Connected with ('127.0.0.1', 55357)
2022-06-29 21:14:26,432 ftpServer.py
2022-06-29 21:14:26,433 Connected with ('127.0.0.1', 55358)
2022-06-29 21:14:26,433 ftpServer.py
2022-06-29 21:14:26,433 ftpServer.py
2022-06-29 21:14:26,433 Connected with ('127.0.0.1', 55359)
2022-06-29 21:14:26,433 ftpServer.py
2022-06-29 21:14:26,434 Connected with ('127.0.0.1', 55360)
2022-06-29 21:14:26,434 ftpServer.py
2022-06-29 21:14:26,434 Connected with ('127.0.0.1', 55361)
2022-06-29 21:14:26,434 Connected with ('127.0.0.1', 55362)
2022-06-29 21:14:26,434 Connected with ('127.0.0.1', 55363)
2022-06-29 21:14:26,434 Connected with ('127.0.0.1', 55364)
2022-06-29 21:14:26,435 ftpServer.py
2022-06-29 21:14:26,435 Connected with ('127.0.0.1', 55365)
2022-06-29 21:14:26,435 ftpServer.py
2022-06-29 21:14:26,435 Connected with ('127.0.0.1', 55366)
2022-06-29 21:14:26,435 ftpServer.py
2022-06-29 21:14:26,436 ftpServer.py
2022-06-29 21:14:26,436 Connected with ('127.0.0.1', 55367)
2022-06-29 21:14:26,436 ftpServer.py
2022-06-29 21:14:26,436 Connected with ('127.0.0.1', 55368)
2022-06-29 21:14:26,436 Connected with ('127.0.0.1', 55369)
2022-06-29 21:14:26,437 ftpServer.py
2022-06-29 21:14:26,437 Connected with ('127.0.0.1', 55370)
2022-06-29 21:14:26,437 ftpServer.py
2022-06-29 21:14:26,437 Connected with ('127.0.0.1', 55371)
2022-06-29 21:14:26,437 ftpServer.py
2022-06-29 21:14:26,437 Connected with ('127.0.0.1', 55372)
2022-06-29 21:14:26,438 ftpServer.py
2022-06-29 21:14:26,438 Connected with ('127.0.0.1', 55373)
2022-06-29 21:14:26,438 ftpServer.py
2022-06-29 21:14:26,438 Connected with ('127.0.0.1', 55374)
2022-06-29 21:14:26,438 ftpServer.py
2022-06-29 21:14:26,438 Connected with ('127.0.0.1', 55375)
2022-06-29 21:14:26,439 ftpServer.py
2022-06-29 21:14:26,439 ftpServer.py
2022-06-29 21:14:26,439 Connected with ('127.0.0.1', 55376)
2022-06-29 21:14:26,439 ftpServer.py
2022-06-29 21:14:26,439 Connected with ('127.0.0.1', 55377)
2022-06-29 21:14:26,439 Connected with ('127.0.0.1', 55378)
2022-06-29 21:14:26,439 ftpServer.py
2022-06-29 21:14:26,440 ftpServer.py
2022-06-29 21:14:26,440 ftpServer.py
2022-06-29 21:14:26,440 ftpServer.py
2022-06-29 21:14:26,446 ftpServer.py
2022-06-29 21:14:26,902 Connected with ('127.0.0.1', 55379)
2022-06-29 21:14:26,903 Connected with ('127.0.0.1', 55381)
2022-06-29 21:14:26,903 Connected with ('127.0.0.1', 55382)
2022-06-29 21:14:26,904 Connected with ('127.0.0.1', 55383)
2022-06-29 21:14:26,904 Connected with ('127.0.0.1', 55384)
2022-06-29 21:14:26,904 ftpServer.py
2022-06-29 21:14:26,905 ftpServer.py
2022-06-29 21:14:26,905 ftpServer.py
2022-06-29 21:14:26,905 Connected with ('127.0.0.1', 55385)
2022-06-29 21:14:26,906 ftpServer.py
2022-06-29 21:14:26,906 Connected with ('127.0.0.1', 55386)
2022-06-29 21:14:26,906 Connected with ('127.0.0.1', 55387)
2022-06-29 21:14:26,906 Connected with ('127.0.0.1', 55388)
2022-06-29 21:14:26,907 ftpServer.py
2022-06-29 21:14:26,907 Connected with ('127.0.0.1', 55389)
2022-06-29 21:14:26,907 ftpServer.py
2022-06-29 21:14:26,907 Connected with ('127.0.0.1', 55390)
2022-06-29 21:14:26,907 ftpServer.py
2022-06-29 21:14:26,908 ftpServer.py
2022-06-29 21:14:26,908 Connected with ('127.0.0.1', 55391)
2022-06-29 21:14:26,908 Connected with ('127.0.0.1', 55392)
2022-06-29 21:14:26,908 Connected with ('127.0.0.1', 55393)
2022-06-29 21:14:26,908 ftpServer.py
2022-06-29 21:14:26,909 Connected with ('127.0.0.1', 55394)
2022-06-29 21:14:26,909 ftpServer.py
2022-06-29 21:14:26,909 ftpServer.py
2022-06-29 21:14:26,909 ftpServer.py
2022-06-29 21:14:26,909 Connected with ('127.0.0.1', 55395)
2022-06-29 21:14:26,909 ftpServer.py
2022-06-29 21:14:26,910 Connected with ('127.0.0.1', 55396)
2022-06-29 21:14:26,910 ftpServer.py
2022-06-29 21:14:26,910 Connected with ('127.0.0.1', 55397)
2022-06-29 21:14:26,910 ftpServer.py
2022-06-29 21:14:26,910 Connected with ('127.0.0.1', 55398)
2022-06-29 21:14:26,911 Connected with ('127.0.0.1', 55399)
2022-06-29 21:14:26,911 ftpServer.py
2022-06-29 21:14:26,911 Connected with ('127.0.0.1', 55400)
2022-06-29 21:14:26,911 Connected with ('127.0.0.1', 55401)
2022-06-29 21:14:26,911 ftpServer.py
2022-06-29 21:14:26,912 Connected with ('127.0.0.1', 55402)
2022-06-29 21:14:26,912 ftpServer.py
2022-06-29 21:14:26,912 ftpServer.py
2022-06-29 21:14:26,912 ftpServer.py
2022-06-29 21:14:26,912 Connected with ('127.0.0.1', 55403)
2022-06-29 21:14:26,912 ftpServer.py
2022-06-29 21:14:26,913 Connected with ('127.0.0.1', 55404)
2022-06-29 21:14:26,913 ftpServer.py
2022-06-29 21:14:26,913 Connected with ('127.0.0.1', 55405)
2022-06-29 21:14:26,913 ftpServer.py
2022-06-29 21:14:26,913 Connected with ('127.0.0.1', 55406)
2022-06-29 21:14:26,913 ftpServer.py
2022-06-29 21:14:26,913 Connected with ('127.0.0.1', 55407)
2022-06-29 21:14:26,913 Connected with ('127.0.0.1', 55408)
2022-06-29 21:14:26,914 ftpServer.py
2022-06-29 21:14:26,914 Connected with ('127.0.0.1', 55409)
2022-06-29 21:14:26,914 ftpServer.py
2022-06-29 21:14:26,914 ftpServer.py
2022-06-29 21:14:26,914 Connected with ('127.0.0.1', 55410)
2022-06-29 21:14:26,914 ftpServer.py
2022-06-29 21:14:26,914 Connected with ('127.0.0.1', 55411)
2022-06-29 21:14:26,914 ftpServer.py
2022-06-29 21:14:26,915 Connected with ('127.0.0.1', 55412)
2022-06-29 21:14:26,915 ftpServer.py
2022-06-29 21:14:26,915 Connected with ('127.0.0.1', 55413)
2022-06-29 21:14:26,915 Connected with ('127.0.0.1', 55414)
2022-06-29 21:14:26,915 ftpServer.py
2022-06-29 21:14:26,915 Connected with ('127.0.0.1', 55415)
2022-06-29 21:14:26,916 ftpServer.py
2022-06-29 21:14:26,916 ftpServer.py
2022-06-29 21:14:26,916 Connected with ('127.0.0.1', 55416)
2022-06-29 21:14:26,916 ftpServer.py
2022-06-29 21:14:26,916 Connected with ('127.0.0.1', 55417)
2022-06-29 21:14:26,916 Connected with ('127.0.0.1', 55418)
2022-06-29 21:14:26,916 ftpServer.py
2022-06-29 21:14:26,917 ftpServer.py
2022-06-29 21:14:26,917 Connected with ('127.0.0.1', 55419)
2022-06-29 21:14:26,917 ftpServer.py
2022-06-29 21:14:26,917 Connected with ('127.0.0.1', 55420)
2022-06-29 21:14:26,918 Connected with ('127.0.0.1', 55421)
2022-06-29 21:14:26,918 ftpServer.py
2022-06-29 21:14:26,918 ftpServer.py
2022-06-29 21:14:26,918 Connected with ('127.0.0.1', 55422)
2022-06-29 21:14:26,918 ftpServer.py
2022-06-29 21:14:26,918 Connected with ('127.0.0.1', 55423)
2022-06-29 21:14:26,918 ftpServer.py
2022-06-29 21:14:26,919 Connected with ('127.0.0.1', 55424)
2022-06-29 21:14:26,919 Connected with ('127.0.0.1', 55425)
2022-06-29 21:14:26,919 ftpServer.py
2022-06-29 21:14:26,919 Connected with ('127.0.0.1', 55426)
2022-06-29 21:14:26,919 ftpServer.py
2022-06-29 21:14:26,919 ftpServer.py
2022-06-29 21:14:26,919 Connected with ('127.0.0.1', 55427)
2022-06-29 21:14:26,919 ftpServer.py
2022-06-29 21:14:26,919 Connected with ('127.0.0.1', 55428)
2022-06-29 21:14:26,920 ftpServer.py
2022-06-29 21:14:26,920 Connected with ('127.0.0.1', 55429)
2022-06-29 21:14:26,920 Connected with ('127.0.0.1', 55430)
2022-06-29 21:14:26,920 ftpServer.py
2022-06-29 21:14:26,920 Connected with ('127.0.0.1', 55431)
2022-06-29 21:14:26,920 ftpServer.py
2022-06-29 21:14:26,921 ftpServer.py
2022-06-29 21:14:26,921 Connected with ('127.0.0.1', 55432)
2022-06-29 21:14:26,921 ftpServer.py
2022-06-29 21:14:26,921 Connected with ('127.0.0.1', 55433)
2022-06-29 21:14:26,921 Connected with ('127.0.0.1', 55434)
2022-06-29 21:14:26,921 ftpServer.py
2022-06-29 21:14:26,921 Connected with ('127.0.0.1', 55435)
2022-06-29 21:14:26,921 ftpServer.py
2022-06-29 21:14:26,922 Connected with ('127.0.0.1', 55436)
2022-06-29 21:14:26,922 ftpServer.py
2022-06-29 21:14:26,922 ftpServer.py
2022-06-29 21:14:26,922 Connected with ('127.0.0.1', 55437)
2022-06-29 21:14:26,922 ftpServer.py
2022-06-29 21:14:26,922 Connected with ('127.0.0.1', 55438)
2022-06-29 21:14:26,923 ftpServer.py
2022-06-29 21:14:26,923 Connected with ('127.0.0.1', 55439)
2022-06-29 21:14:26,923 Connected with ('127.0.0.1', 55440)
2022-06-29 21:14:26,923 Connected with ('127.0.0.1', 55441)
2022-06-29 21:14:26,923 ftpServer.py
2022-06-29 21:14:26,923 Connected with ('127.0.0.1', 55442)
2022-06-29 21:14:26,924 ftpServer.py
2022-06-29 21:14:26,924 ftpServer.py
2022-06-29 21:14:26,924 Connected with ('127.0.0.1', 55443)
2022-06-29 21:14:26,925 Connected with ('127.0.0.1', 55444)
2022-06-29 21:14:26,925 ftpServer.py
2022-06-29 21:14:26,925 Connected with ('127.0.0.1', 55445)
2022-06-29 21:14:26,925 ftpServer.py
2022-06-29 21:14:26,925 Connected with ('127.0.0.1', 55446)
2022-06-29 21:14:26,926 ftpServer.py
2022-06-29 21:14:26,926 Connected with ('127.0.0.1', 55447)
2022-06-29 21:14:26,926 ftpServer.py
2022-06-29 21:14:26,926 Connected with ('127.0.0.1', 55448)
2022-06-29 21:14:26,926 ftpServer.py
2022-06-29 21:14:26,926 Connected with ('127.0.0.1', 55449)
2022-06-29 21:14:26,927 ftpServer.py
2022-06-29 21:14:26,927 Connected with ('127.0.0.1', 55450)
2022-06-29 21:14:26,927 ftpServer.py
2022-06-29 21:14:26,927 Connected with ('127.0.0.1', 55451)
2022-06-29 21:14:26,927 Connected with ('127.0.0.1', 55452)
2022-06-29 21:14:26,928 Connected with ('127.0.0.1', 55453)
2022-06-29 21:14:26,928 ftpServer.py
2022-06-29 21:14:26,928 Connected with ('127.0.0.1', 55454)
2022-06-29 21:14:26,928 ftpServer.py
2022-06-29 21:14:26,929 ftpServer.py
2022-06-29 21:14:26,929 Connected with ('127.0.0.1', 55455)
2022-06-29 21:14:26,929 ftpServer.py
2022-06-29 21:14:26,929 ftpServer.py
2022-06-29 21:14:26,929 Connected with ('127.0.0.1', 55456)
2022-06-29 21:14:26,929 Connected with ('127.0.0.1', 55457)
2022-06-29 21:14:26,930 ftpServer.py
2022-06-29 21:14:26,930 Connected with ('127.0.0.1', 55458)
2022-06-29 21:14:26,930 ftpServer.py
2022-06-29 21:14:26,930 ftpServer.py
2022-06-29 21:14:26,930 Connected with ('127.0.0.1', 55459)
2022-06-29 21:14:26,930 ftpServer.py
2022-06-29 21:14:26,931 Connected with ('127.0.0.1', 55460)
2022-06-29 21:14:26,931 Connected with ('127.0.0.1', 55461)
2022-06-29 21:14:26,931 ftpServer.py
2022-06-29 21:14:26,931 Connected with ('127.0.0.1', 55462)
2022-06-29 21:14:26,931 ftpServer.py
2022-06-29 21:14:26,931 Connected with ('127.0.0.1', 55463)
2022-06-29 21:14:26,931 ftpServer.py
2022-06-29 21:14:26,932 Connected with ('127.0.0.1', 55464)
2022-06-29 21:14:26,932 ftpServer.py
2022-06-29 21:14:26,932 Connected with ('127.0.0.1', 55465)
2022-06-29 21:14:26,932 ftpServer.py
2022-06-29 21:14:26,932 ftpServer.py
2022-06-29 21:14:26,932 Connected with ('127.0.0.1', 55466)
2022-06-29 21:14:26,933 Connected with ('127.0.0.1', 55467)
2022-06-29 21:14:26,933 ftpServer.py
2022-06-29 21:14:26,933 ftpServer.py
2022-06-29 21:14:26,933 Connected with ('127.0.0.1', 55468)
2022-06-29 21:14:26,933 Connected with ('127.0.0.1', 55469)
2022-06-29 21:14:26,933 ftpServer.py
2022-06-29 21:14:26,934 ftpServer.py
2022-06-29 21:14:26,934 ftpServer.py
2022-06-29 21:14:26,934 ftpServer.py
2022-06-29 21:14:31,931 Connected with ('127.0.0.1', 55479)
2022-06-29 21:14:31,932 Connected with ('127.0.0.1', 55480)
2022-06-29 21:14:31,932 Connected with ('127.0.0.1', 55481)
2022-06-29 21:14:31,932 Connected with ('127.0.0.1', 55482)
2022-06-29 21:14:31,932 Connected with ('127.0.0.1', 55483)
2022-06-29 21:14:31,933 Connected with ('127.0.0.1', 55484)
2022-06-29 21:14:31,933 Connected with ('127.0.0.1', 55485)
2022-06-29 21:14:31,933 Connected with ('127.0.0.1', 55486)
2022-06-29 21:14:31,933 Connected with ('127.0.0.1', 55487)
2022-06-29 21:14:31,934 Connected with ('127.0.0.1', 55488)
2022-06-29 21:14:31,935 Connected with ('127.0.0.1', 55489)
2022-06-29 21:14:31,936 Connected with ('127.0.0.1', 55490)
2022-06-29 21:14:31,937 Connected with ('127.0.0.1', 55491)
2022-06-29 21:14:31,937 Connected with ('127.0.0.1', 55492)
2022-06-29 21:14:31,938 Connected with ('127.0.0.1', 55493)
2022-06-29 21:14:31,939 Connected with ('127.0.0.1', 55494)
2022-06-29 21:14:31,940 Connected with ('127.0.0.1', 55495)
2022-06-29 21:14:31,941 Connected with ('127.0.0.1', 55496)
2022-06-29 21:14:31,941 Connected with ('127.0.0.1', 55497)
2022-06-29 21:14:31,942 Connected with ('127.0.0.1', 55498)
2022-06-29 21:14:31,942 Connected with ('127.0.0.1', 55499)
2022-06-29 21:14:31,945 Connected with ('127.0.0.1', 55500)
2022-06-29 21:14:31,946 Connected with ('127.0.0.1', 55501)
2022-06-29 21:14:31,947 Connected with ('127.0.0.1', 55502)
2022-06-29 21:14:31,948 Connected with ('127.0.0.1', 55503)
2022-06-29 21:14:31,948 Connected with ('127.0.0.1', 55504)
2022-06-29 21:14:31,949 Connected with ('127.0.0.1', 55505)
2022-06-29 21:14:31,971 Connected with ('127.0.0.1', 55506)
2022-06-29 21:14:32,002 Connected with ('127.0.0.1', 55507)
2022-06-29 21:14:32,043 Connected with ('127.0.0.1', 55508)
2022-06-29 21:14:32,106 Connected with ('127.0.0.1', 55509)
2022-06-29 21:14:32,139 Connected with ('127.0.0.1', 55510)
2022-06-29 21:14:32,213 Connected with ('127.0.0.1', 55511)
2022-06-29 21:14:32,246 Connected with ('127.0.0.1', 55512)
2022-06-29 21:14:32,252 Connected with ('127.0.0.1', 55513)
2022-06-29 21:14:32,253 Connected with ('127.0.0.1', 55514)
2022-06-29 21:14:32,254 Connected with ('127.0.0.1', 55515)
2022-06-29 21:14:32,254 Connected with ('127.0.0.1', 55516)
2022-06-29 21:14:32,266 Connected with ('127.0.0.1', 55517)
2022-06-29 21:14:32,266 Connected with ('127.0.0.1', 55518)
2022-06-29 21:14:32,267 Connected with ('127.0.0.1', 55519)
2022-06-29 21:14:32,275 Connected with ('127.0.0.1', 55520)
2022-06-29 21:14:32,276 Connected with ('127.0.0.1', 55521)
2022-06-29 21:14:32,276 Connected with ('127.0.0.1', 55522)
2022-06-29 21:14:32,295 Connected with ('127.0.0.1', 55523)
2022-06-29 21:14:32,296 Connected with ('127.0.0.1', 55524)
2022-06-29 21:14:32,297 Connected with ('127.0.0.1', 55525)
2022-06-29 21:14:32,300 Connected with ('127.0.0.1', 55526)
2022-06-29 21:14:32,326 Connected with ('127.0.0.1', 55527)
2022-06-29 21:14:32,332 Connected with ('127.0.0.1', 55528)
2022-06-29 21:14:32,354 Connected with ('127.0.0.1', 55529)
2022-06-29 21:14:32,390 Connected with ('127.0.0.1', 55530)
2022-06-29 21:14:32,430 Connected with ('127.0.0.1', 55531)
2022-06-29 21:14:32,461 Connected with ('127.0.0.1', 55532)
2022-06-29 21:14:32,461 Connected with ('127.0.0.1', 55533)
2022-06-29 21:14:32,470 Connected with ('127.0.0.1', 55534)
2022-06-29 21:14:32,480 Connected with ('127.0.0.1', 55535)
2022-06-29 21:14:32,483 Connected with ('127.0.0.1', 55536)
2022-06-29 21:14:32,485 Connected with ('127.0.0.1', 55537)
2022-06-29 21:14:32,493 Connected with ('127.0.0.1', 55538)
2022-06-29 21:14:32,495 Connected with ('127.0.0.1', 55539)
2022-06-29 21:14:32,536 Connected with ('127.0.0.1', 55540)
2022-06-29 21:14:32,541 Connected with ('127.0.0.1', 55542)
2022-06-29 21:14:32,550 Connected with ('127.0.0.1', 55543)
2022-06-29 21:14:32,561 Connected with ('127.0.0.1', 55544)
2022-06-29 21:14:32,607 Connected with ('127.0.0.1', 55545)
2022-06-29 21:14:32,637 Connected with ('127.0.0.1', 55546)
2022-06-29 21:14:32,638 Connected with ('127.0.0.1', 55547)
2022-06-29 21:14:32,675 Connected with ('127.0.0.1', 55548)
2022-06-29 21:14:32,698 Connected with ('127.0.0.1', 55549)
2022-06-29 21:14:32,727 Connected with ('127.0.0.1', 55550)
2022-06-29 21:14:32,733 Connected with ('127.0.0.1', 55551)
2022-06-29 21:14:32,735 Connected with ('127.0.0.1', 55552)
2022-06-29 21:14:32,735 Connected with ('127.0.0.1', 55553)
2022-06-29 21:14:32,735 Connected with ('127.0.0.1', 55554)
2022-06-29 21:14:32,736 Connected with ('127.0.0.1', 55555)
2022-06-29 21:14:32,738 Connected with ('127.0.0.1', 55556)
2022-06-29 21:14:32,738 Connected with ('127.0.0.1', 55557)
2022-06-29 21:14:32,753 Connected with ('127.0.0.1', 55558)
2022-06-29 21:14:32,764 Connected with ('127.0.0.1', 55559)
2022-06-29 21:14:32,780 Connected with ('127.0.0.1', 55560)
2022-06-29 21:14:32,781 Connected with ('127.0.0.1', 55561)
2022-06-29 21:14:32,781 Connected with ('127.0.0.1', 55562)
2022-06-29 21:14:32,781 Connected with ('127.0.0.1', 55563)
2022-06-29 21:14:32,782 Connected with ('127.0.0.1', 55564)
2022-06-29 21:14:32,785 Connected with ('127.0.0.1', 55565)
2022-06-29 21:14:32,800 Connected with ('127.0.0.1', 55566)
2022-06-29 21:14:32,826 Connected with ('127.0.0.1', 55567)
2022-06-29 21:14:32,873 Connected with ('127.0.0.1', 55568)
2022-06-29 21:14:32,888 Connected with ('127.0.0.1', 55569)
2022-06-29 21:14:32,932 Connected with ('127.0.0.1', 55570)
2022-06-29 21:14:32,979 Connected with ('127.0.0.1', 55571)
2022-06-29 21:14:32,984 Connected with ('127.0.0.1', 55572)
2022-06-29 21:14:32,988 Connected with ('127.0.0.1', 55573)
2022-06-29 21:14:32,989 Connected with ('127.0.0.1', 55574)
2022-06-29 21:14:33,003 Connected with ('127.0.0.1', 55576)
2022-06-29 21:14:33,007 Connected with ('127.0.0.1', 55577)
2022-06-29 21:14:33,015 Connected with ('127.0.0.1', 55578)
2022-06-29 21:14:33,016 Connected with ('127.0.0.1', 55579)
2022-06-29 21:14:33,023 Connected with ('127.0.0.1', 55580)
2022-06-29 21:14:33,024 Connected with ('127.0.0.1', 55581)
2022-06-29 21:14:33,027 Connected with ('127.0.0.1', 55582)
2022-06-29 21:14:33,028 Connected with ('127.0.0.1', 55583)
2022-06-29 21:14:33,056 Connected with ('127.0.0.1', 55584)
2022-06-29 21:14:33,066 Connected with ('127.0.0.1', 55585)
2022-06-29 21:14:33,066 Connected with ('127.0.0.1', 55586)
2022-06-29 21:14:33,066 Connected with ('127.0.0.1', 55587)
2022-06-29 21:14:33,066 Connected with ('127.0.0.1', 55588)
2022-06-29 21:14:33,066 Connected with ('127.0.0.1', 55589)
2022-06-29 21:14:33,069 Connected with ('127.0.0.1', 55590)
2022-06-29 21:14:33,070 Connected with ('127.0.0.1', 55591)
2022-06-29 21:14:33,075 Connected with ('127.0.0.1', 55592)
2022-06-29 21:14:33,075 Connected with ('127.0.0.1', 55593)
2022-06-29 21:14:33,076 Connected with ('127.0.0.1', 55594)
2022-06-29 21:14:33,076 Connected with ('127.0.0.1', 55595)
2022-06-29 21:14:33,077 Connected with ('127.0.0.1', 55596)
2022-06-29 21:14:33,077 Connected with ('127.0.0.1', 55597)
2022-06-29 21:14:33,077 Connected with ('127.0.0.1', 55598)
2022-06-29 21:14:33,078 Connected with ('127.0.0.1', 55599)
2022-06-29 21:14:33,078 Connected with ('127.0.0.1', 55600)
2022-06-29 21:14:33,080 Connected with ('127.0.0.1', 55601)
2022-06-29 21:14:33,080 Connected with ('127.0.0.1', 55602)
2022-06-29 21:14:33,080 Connected with ('127.0.0.1', 55603)
2022-06-29 21:14:33,081 Connected with ('127.0.0.1', 55604)
2022-06-29 21:14:33,081 Connected with ('127.0.0.1', 55605)
2022-06-29 21:14:33,082 Connected with ('127.0.0.1', 55606)
2022-06-29 21:14:33,082 Connected with ('127.0.0.1', 55607)
2022-06-29 21:14:33,082 Connected with ('127.0.0.1', 55608)
2022-06-29 21:14:33,083 Connected with ('127.0.0.1', 55609)
2022-06-29 21:14:33,083 Connected with ('127.0.0.1', 55610)
2022-06-29 21:14:33,083 Connected with ('127.0.0.1', 55611)
2022-06-29 21:14:33,084 Connected with ('127.0.0.1', 55612)
2022-06-29 21:14:33,084 Connected with ('127.0.0.1', 55613)
2022-06-29 21:14:33,084 Connected with ('127.0.0.1', 55614)
2022-06-29 21:14:33,084 Connected with ('127.0.0.1', 55615)
2022-06-29 21:14:33,085 Connected with ('127.0.0.1', 55616)
2022-06-29 21:14:33,085 Connected with ('127.0.0.1', 55617)
2022-06-29 21:14:33,085 Connected with ('127.0.0.1', 55618)
2022-06-29 21:14:33,085 Connected with ('127.0.0.1', 55619)
2022-06-29 21:14:33,086 Connected with ('127.0.0.1', 55620)
2022-06-29 21:14:33,087 Connected with ('127.0.0.1', 55621)
2022-06-29 21:14:33,088 Connected with ('127.0.0.1', 55622)
2022-06-29 21:14:33,088 Connected with ('127.0.0.1', 55623)
2022-06-29 21:14:33,088 Connected with ('127.0.0.1', 55624)
2022-06-29 21:14:33,089 Connected with ('127.0.0.1', 55625)
2022-06-29 21:14:33,089 Connected with ('127.0.0.1', 55626)
2022-06-29 21:14:33,089 Connected with ('127.0.0.1', 55627)
2022-06-29 21:14:33,090 Connected with ('127.0.0.1', 55628)
2022-06-29 21:14:33,090 Connected with ('127.0.0.1', 55629)
2022-06-29 21:14:33,090 Connected with ('127.0.0.1', 55630)
2022-06-29 21:14:33,091 Connected with ('127.0.0.1', 55631)
2022-06-29 21:14:33,091 Connected with ('127.0.0.1', 55632)
2022-06-29 21:14:33,091 Connected with ('127.0.0.1', 55633)
2022-06-29 21:14:33,091 Connected with ('127.0.0.1', 55634)
2022-06-29 21:14:33,092 Connected with ('127.0.0.1', 55635)
2022-06-29 21:14:33,092 Connected with ('127.0.0.1', 55636)
2022-06-29 21:14:33,092 Connected with ('127.0.0.1', 55637)
2022-06-29 21:14:33,092 Connected with ('127.0.0.1', 55638)
2022-06-29 21:14:33,093 Connected with ('127.0.0.1', 55639)
2022-06-29 21:14:33,093 Connected with ('127.0.0.1', 55640)
2022-06-29 21:14:33,093 Connected with ('127.0.0.1', 55641)
2022-06-29 21:14:33,093 Connected with ('127.0.0.1', 55642)
2022-06-29 21:14:33,094 Connected with ('127.0.0.1', 55643)
2022-06-29 21:14:33,094 Connected with ('127.0.0.1', 55644)
2022-06-29 21:14:33,094 Connected with ('127.0.0.1', 55645)
2022-06-29 21:14:33,095 Connected with ('127.0.0.1', 55646)
2022-06-29 21:14:33,095 Connected with ('127.0.0.1', 55647)
2022-06-29 21:14:33,096 Connected with ('127.0.0.1', 55648)
2022-06-29 21:14:33,096 Connected with ('127.0.0.1', 55649)
2022-06-29 21:14:33,098 Connected with ('127.0.0.1', 55650)
2022-06-29 21:14:33,099 Connected with ('127.0.0.1', 55651)
2022-06-29 21:14:33,099 Connected with ('127.0.0.1', 55652)
2022-06-29 21:14:33,100 Connected with ('127.0.0.1', 55653)
2022-06-29 21:14:33,100 Connected with ('127.0.0.1', 55654)
2022-06-29 21:14:33,100 Connected with ('127.0.0.1', 55655)
2022-06-29 21:14:33,101 Connected with ('127.0.0.1', 55656)
2022-06-29 21:14:33,101 Connected with ('127.0.0.1', 55657)
2022-06-29 21:14:33,101 Connected with ('127.0.0.1', 55658)
2022-06-29 21:14:33,102 Connected with ('127.0.0.1', 55659)
2022-06-29 21:14:33,102 Connected with ('127.0.0.1', 55660)
2022-06-29 21:14:33,102 Connected with ('127.0.0.1', 55661)
2022-06-29 21:14:33,102 Connected with ('127.0.0.1', 55662)
2022-06-29 21:14:33,104 Connected with ('127.0.0.1', 55663)
2022-06-29 21:14:33,306 Connected with ('127.0.0.1', 55664)
2022-06-29 21:14:33,565 Connected with ('127.0.0.1', 55665)
2022-06-29 21:14:33,766 Connected with ('127.0.0.1', 55666)
2022-06-29 21:14:33,786 Connected with ('127.0.0.1', 55667)
2022-06-29 21:14:33,788 Connected with ('127.0.0.1', 55668)
2022-06-29 21:14:33,788 Connected with ('127.0.0.1', 55669)
2022-06-29 21:14:33,849 Connected with ('127.0.0.1', 55670)
2022-06-29 21:14:33,858 Connected with ('127.0.0.1', 55671)
2022-06-29 21:14:33,862 Connected with ('127.0.0.1', 55673)
2022-06-29 21:14:33,883 Connected with ('127.0.0.1', 55675)
2022-06-29 21:14:33,902 Connected with ('127.0.0.1', 55676)
2022-06-29 21:14:33,929 Connected with ('127.0.0.1', 55677)
2022-06-29 21:14:33,978 Connected with ('127.0.0.1', 55678)
2022-06-29 21:14:34,011 Connected with ('127.0.0.1', 55679)
2022-06-29 21:14:34,018 Connected with ('127.0.0.1', 55680)
2022-06-29 21:14:34,049 Connected with ('127.0.0.1', 55681)
2022-06-29 21:14:34,097 Connected with ('127.0.0.1', 55682)
2022-06-29 21:14:34,098 Connected with ('127.0.0.1', 55683)
2022-06-29 21:14:34,153 Connected with ('127.0.0.1', 55684)
2022-06-29 21:14:34,162 Connected with ('127.0.0.1', 55685)
2022-06-29 21:14:34,169 Connected with ('127.0.0.1', 55686)
2022-06-29 21:14:34,171 Connected with ('127.0.0.1', 55687)
2022-06-29 21:14:34,185 Connected with ('127.0.0.1', 55688)
2022-06-29 21:14:34,197 Connected with ('127.0.0.1', 55689)
2022-06-29 21:14:34,232 Connected with ('127.0.0.1', 55690)
2022-06-29 21:14:34,258 Connected with ('127.0.0.1', 55691)
